id,项目名称,网址,项目类型,项目所在地,招标方式,zbkzj,下浮率,kbjj,投标单位数量,开标时间
A3311011160013408,遂昌县西街区块住宅建设项目（西街地块）,http://lssggzy.lishui.gov.cn/art/2023/8/18/art_1229662124_225302.html,房屋建筑工程,遂昌,公开招标,0.0,0.0,0.0,12,2023/8/18
/,丽水市广电总台南明山无线数字广播电视发射中心建设项目工程总承包（EPC）,http://lssggzy.lishui.gov.cn/art/2023/8/18/art_1229661812_225264.html,房屋建筑,丽水市,公开招标,0.0,0.0,0.0,2,2023/8/18
A3311011160013390,庆元县举水乡丘陵山区园地改造项目,http://lssggzy.lishui.gov.cn/art/2023/8/18/art_1229662056_225280.html,水利工程,庆元,公开招标,7166400.3,0.0,7166400.3,100,2023/8/18
A3311011160013386,遂昌县东城医院项目监理,http://lssggzy.lishui.gov.cn/art/2023/8/17/art_1229662124_225066.html,房屋建筑工程,遂昌,公开招标,3258566.0,0.0,3258566.0,3,2023/8/17
A3311011160013358,缙云县县城建成区“污水零直排区”建设工程—寺后涵洞、复兴街涵洞清淤及修复项目,http://lssggzy.lishui.gov.cn/art/2023/8/17/art_1229662089_225059.html,市政基础设施工程,缙云,公开招标,6553901.054421769,11.8,5780540.73,176,2023/8/17
A3311011160013343,碧兴街—上赵村碧湖污水厂主管网修复工程项目施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2023/8/17/art_1229661852_224899.html,1基础设施,莲都,公开招标,12469936.5,0.0,12469936.5,3,2023/8/17
A3311011160013211,松阳县樟溪乡2023年农田水利等基础设施改造提升项目,http://lssggzy.lishui.gov.cn/art/2023/8/17/art_1229662157_224405.html,农业工程,松阳,公开招标,12378693.26,0.0,12378693.26,108,2023/8/17
A3311011160013354,景宁畲族自治县全域土地综合整治与生态修复工程项目—国家公园景宁科研站展陈项目工程总承包（EPC）,http://lssggzy.lishui.gov.cn/art/2023/8/16/art_1229662190_224864.html,房屋建筑工程,景宁,公开招标,0.0,0.0,0.0,4,2023/8/16
A3311011160013360,缙云县中心镇养老院建设工程-东渡镇养老院装修工程,http://lssggzy.lishui.gov.cn/art/2023/8/16/art_1229662089_224874.html,房屋建筑工程,缙云,公开招标,8553627.43792325,11.4,7578513.91,226,2023/8/16
A3311011160013387,遂昌县P(2022)66号地块项目,http://lssggzy.lishui.gov.cn/art/2023/8/15/art_1229662124_224684.html,房屋建筑工程,遂昌,公开招标,0.0,0.0,0.0,15,2023/8/15
A3311011160013304,云和县祥云街（黄水碓-城西路）道路工程监理,http://lssggzy.lishui.gov.cn/art/2023/8/15/art_1229661989_224532.html,市政基础设施工程,云和,公开招标,1311500.0,0.0,1311500.0,5,2023/8/15
A3311011160013392,青田县瓯南医疗综合服务中心新建工程,http://lssggzy.lishui.gov.cn/art/2023/8/15/art_1229661956_224503.html,房屋建筑工程,青田,公开招标,0.0,0.0,0.0,74,2023/8/15
A3311011160013394,丽水终身教育中心项目-电梯设备采购与安装,http://lssggzy.lishui.gov.cn/art/2023/8/15/art_1229661812_224595.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,5,2023/8/15
A3311011160013242,丽水市人民医院东城院区医疗科教综合楼项目施工图设计,http://lssggzy.lishui.gov.cn/art/2023/8/15/art_1229661812_224664.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,5,2023/8/15
A3311011160013389,丽水市东港路与望城路交叉口东北侧08-D-16地块商住用房项目设计,http://lssggzy.lishui.gov.cn/art/2023/8/15/art_1229661812_224256.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,7,2023/8/15
A3311011160013285,青田县图书馆新馆装修项目,http://lssggzy.lishui.gov.cn/art/2023/8/15/art_1229661956_224620.html,房屋建筑工程,青田,公开招标,6395068.81663113,6.2,5998574.55,225,2023/8/15
A3311011160013383,澄照乡金坵村共富畲乡示范村建设项目（三期）,http://lssggzy.lishui.gov.cn/art/2023/8/14/art_1229662190_224359.html,房屋建筑工程,景宁,公开招标,5644244.291754757,5.4,5339455.1,84,2023/8/14
A3311011160013371,缙云县堰坝建设与改造工程（二期）,http://lssggzy.lishui.gov.cn/art/2023/8/14/art_1229662089_224417.html,水利工程,缙云,公开招标,9487361.45,0.0,9487361.45,118,2023/8/14
A3311011160013025,市图书馆西侧地块地下停车场及配套附属工程设计,http://lssggzy.lishui.gov.cn/art/2023/8/14/art_1229661812_224403.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,3,2023/8/14
A3311011160013380,缙云县2023年美丽县城建设工程-船埠头新村区块外立面整治工程,http://lssggzy.lishui.gov.cn/art/2023/8/11/art_1229662089_224220.html,房屋建筑工程,缙云,公开招标,9082030.602150539,7.0,8446288.46,160,2023/8/11
A3311011160013367,缙云县东方镇乡愁富民示范区项目－皋靖线沿线整治改造提升工程,http://lssggzy.lishui.gov.cn/art/2023/8/11/art_1229662089_224029.html,市政基础设施工程,缙云,公开招标,11545317.90547798,6.9,10748690.97,201,2023/8/11
A3311011160013366,白口区块九年一贯制学校新建工程设计,http://lssggzy.lishui.gov.cn/art/2023/8/11/art_1229661852_224223.html,房屋建筑,莲都,公开招标,0.0,0.0,0.0,6,2023/8/11
A3311011160013340,紧水滩水冷式绿色数据中心项目主体工程设计采购施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2023/8/11/art_1229661989_223987.html,房屋建筑工程,云和,公开招标,0.0,0.0,0.0,6,2023/8/11
A3311011160013379,庆元县屏都综合新区（栖花园、岗后坑、石坝地块）矿地综合利用项目地质勘查,http://lssggzy.lishui.gov.cn/art/2023/8/10/art_1229662056_223789.html,市政基础设施工程,庆元,公开招标,0.0,0.0,0.0,7,2023/8/10
A3311011160013377,缙云县2023年美丽县城建设工程-仙都路（问渔路-黄龙路）段西侧区块外立面整治工程,http://lssggzy.lishui.gov.cn/art/2023/8/10/art_1229662089_223944.html,房屋建筑工程,缙云,公开招标,5182851.507430999,5.8,4882246.12,114,2023/8/10
A3311011160013385,侨乡青田海溪粉干乡愁产业园一号厂房新建项目,http://lssggzy.lishui.gov.cn/art/2023/8/10/art_1229661956_223811.html,房屋建筑工程,青田,公开招标,21097523.72717508,6.9,19641794.59,37,2023/8/10
A3311011160013326,S218安吉至龙港公路青田高湖至船寮段改建工程施工监理,http://lssggzy.lishui.gov.cn/art/2023/8/10/art_1229661812_223938.html,交通,丽水,公开招标,0.0,0.0,0.0,22,2023/8/10
A3311011160013326,S218安吉至龙港公路青田高湖至船寮段改建工程第SG1标段,http://lssggzy.lishui.gov.cn/art/2023/8/10/art_1229661812_223969.html,交通,丽水,公开招标,0.0,3.5,0.0,52,2023/8/10
A3311011160013239,松阳县固废资源循环利用及基础设施配套项目全过程工程咨询服务项目,http://lssggzy.lishui.gov.cn/art/2023/8/10/art_1229662157_223773.html,房屋建筑工程,松阳,公开招标,0.0,0.0,0.0,6,2023/8/10
A3311011160013063,丽水市太平路（河堤路-平东路）道路工程,http://lssggzy.lishui.gov.cn/art/2023/8/9/art_1229661812_223721.html,1基础设施,丽水,公开招标,17469940.11148272,10.3,15670536.28,289,2023/8/9
A3311011160013378,龙泉市凤起路区块拆迁安置房全过程代建代销项目,http://lssggzy.lishui.gov.cn/art/2023/8/8/art_1229661923_223460.html,房屋建筑工程,龙泉,公开招标,0.0,0.0,0.0,4,2023/8/8
A3311011160013345,缙云县七里新老330国道连接线工程勘察设计,http://lssggzy.lishui.gov.cn/art/2023/8/8/art_1229661812_223327.html,交通,丽水,公开招标,998693.33,0.0,998693.33,4,2023/8/8
A3311011160013355,丽水市人民医院东城院区应急中心项目（二期）-电梯设备采购与安装,http://lssggzy.lishui.gov.cn/art/2023/8/8/art_1229661812_223433.html,房屋建筑,丽水,公开招标,0.0,0.0,0.0,5,2023/8/8
A3311011160013283,松阳县水南街道大竹溪村股份经济合作社物业楼,http://lssggzy.lishui.gov.cn/art/2023/8/8/art_1229662157_223459.html,房屋建筑工程,松阳,公开招标,7195848.002183406,8.4,6591396.77,83,2023/8/8
A3311011160013342,龙泉市上下水南未来社区—上下水南地块建设项目监理,http://lssggzy.lishui.gov.cn/art/2023/8/8/art_1229661923_222863.html,房屋建筑工程,龙泉,公开招标,15000000.0,0.0,15000000.0,11,2023/8/8
A3311011160013264,莲都区白桥邻里中心工程、莲都区白口幼儿园新建工程设计,http://lssggzy.lishui.gov.cn/art/2023/8/8/art_1229661852_223483.html,房屋建筑,莲都,公开招标,0.0,0.0,0.0,4,2023/8/8
A3311011160013326,S218安吉至龙港公路青田高湖至船寮段改建工程第SG1标段,http://lssggzy.lishui.gov.cn/art/2023/8/8/art_1229661812_223648.html,交通,丽水,公开招标,0.0,3.5,0.0,52,2023/8/8
A3311011160013248,景宁法院三至六楼审判业务用房修缮改造项目,http://lssggzy.lishui.gov.cn/art/2023/8/8/art_1229662190_223410.html,房屋建筑工程,景宁,公开招标,5371032.0,8.5,4914494.28,82,2023/8/8
A3311011160013375,云和县凤凰山街道新岭村便民服务中心（旅游接待中心）,http://lssggzy.lishui.gov.cn/art/2023/8/8/art_1229661989_223452.html,房屋建筑工程,云和,公开招标,5235809.631236442,7.8,4827416.48,53,2023/8/8
A3311011160013353,白口社区综合服务中心周边路网配套工程,http://lssggzy.lishui.gov.cn/art/2023/8/7/art_1229661852_223295.html,1基础设施,莲都,公开招标,0.0,0.0,0.0,8,2023/8/7
A3311011160013351,碧湖镇生态治理智慧平台（数据指挥中心）项目智能化设备采购与安装,http://lssggzy.lishui.gov.cn/art/2023/8/7/art_1229661852_223293.html,房屋建筑,莲都,公开招标,0.0,0.0,0.0,8,2023/8/7
A3311011160013357,龙泉市公共卫生综合服务中心新建工程——配电工程（外强电）,http://lssggzy.lishui.gov.cn/art/2023/8/7/art_1229661923_223310.html,房屋建筑工程,龙泉,公开招标,0.0,0.0,0.0,14,2023/8/7
A3311011160013160,松阳县全域土地综合整治项目（山下阳片区）设计采购施工（EPC）工程总承包,http://lssggzy.lishui.gov.cn/art/2023/8/7/art_1229662157_223286.html,国土资源工程,松阳,公开招标,0.0,0.0,0.0,7,2023/8/7
A3311011160013321,云和中学田径场改造等工程项目,http://lssggzy.lishui.gov.cn/art/2023/8/4/art_1229661989_221644.html,市政基础设施工程,云和,公开招标,4974808.316610925,10.3,4462403.06,117,2023/8/4
A3311011160013344,龙泉市环城东路北段延伸线市政工程监理,http://lssggzy.lishui.gov.cn/art/2023/8/4/art_1229661923_222632.html,市政基础设施工程,龙泉,公开招标,985320.0,0.0,985320.0,6,2023/8/4
A3311011160013333,浙西南粮食物资仓储物流园区项目监理,http://lssggzy.lishui.gov.cn/art/2023/8/3/art_1229661812_222626.html,房屋建筑,丽水,公开招标,7636982.0,0.0,7636982.0,8,2023/8/3
A3311011160013183,松阳县新兴镇内孟村“兴村帮扶”光伏增收项目（香巴佬站点）—600.05kWp分布式光伏发电项目设备采购,http://lssggzy.lishui.gov.cn/art/2023/8/3/art_1229662157_222624.html,能源工程,松阳,公开招标,0.0,0.0,0.0,4,2023/8/3
A3311011160013203,松阳县静安园公墓4号地块及附属建设工程,http://lssggzy.lishui.gov.cn/art/2023/8/2/art_1229662157_219499.html,房屋建筑工程,松阳,公开招标,16229378.004314994,7.3,15044633.41,184,2023/8/2
A3311011160013335,丽水南城余庄新苑小区11、12幢改造工程项目,http://lssggzy.lishui.gov.cn/art/2023/8/2/art_1229661812_222217.html,房屋建筑,丽水,公开招标,19508803.459268004,15.3,16523956.53,145,2023/8/2
A3311011160013203,松阳县静安园公墓4号地块及附属建设工程,http://lssggzy.lishui.gov.cn/art/2023/8/2/art_1229662157_222737.html,房屋建筑,松阳,公开招标,16229378.004314994,7.3,15044633.41,184,2023/8/2
A3311011160013337,温溪镇林岙数据中心周边市政道路工程,http://lssggzy.lishui.gov.cn/art/2023/8/2/art_1229661956_222116.html,市政基础设施工程,青田,公开招标,6354165.6695464365,7.4,5883957.41,120,2023/8/2
A3311011160013328,云和县木玩童话小镇地标建筑—木玩展示体验馆项目正式用电配电安装工程,http://lssggzy.lishui.gov.cn/art/2023/8/2/art_1229661989_222027.html,市政基础设施工程,云和,公开招标,0.0,0.0,0.0,6,2023/8/2
A3311011160013325,景宁县公安局交通警察中队技术业务用房建设项目监理,http://lssggzy.lishui.gov.cn/art/2023/8/2/art_1229662190_222127.html,房屋建筑工程,景宁,公开招标,0.0,0.0,0.0,11,2023/8/2
A3311011160013329,新能源产业园基础设施项目-石牛路边坡生态修复工程,http://lssggzy.lishui.gov.cn/art/2023/8/2/art_1229661812_222219.html,1基础设施,丽水,公开招标,12214098.004750594,15.8,10284270.52,254,2023/8/2
A3311011160013299,长江经济带丽水市龙石溪流域生态修复工程—市政管网（龙石溪排口）提升改造（一期）工程,http://lssggzy.lishui.gov.cn/art/2023/8/1/art_1229661812_221981.html,1基础设施,丽水,公开招标,17660640.998824913,14.9,15029205.49,130,2023/8/1
A3311011160013331,景宁畲族自治县托育养老一体化项目监理,http://lssggzy.lishui.gov.cn/art/2023/8/1/art_1229662190_221870.html,房屋建筑工程,景宁,公开招标,905900.0,0.0,905900.0,5,2023/8/1
A3311011160013327,丽水华阳电力有限公司仓储基地建设项目,http://lssggzy.lishui.gov.cn/art/2023/8/1/art_1229662157_221994.html,房屋建筑工程,松阳,公开招标,17391056.00443951,9.9,15669341.46,193,2023/8/1
A3311011160013279,遂昌县白马山康体养生区项目（一期）施工监理,http://lssggzy.lishui.gov.cn/art/2023/8/1/art_1229662124_221946.html,房屋建筑工程,遂昌,公开招标,913900.0,0.0,913900.0,5,2023/8/1
A3311011160013277,2023年莲都区碧湖镇高标准农田（粮功区）改造提升建设项目,http://lssggzy.lishui.gov.cn/art/2023/8/1/art_1229661852_221957.html,房屋建筑,莲都,公开招标,13215179.37,0.0,13215179.37,76,2023/8/1
LD[2023]131号,丽水市市区屋顶（第三批次）光伏项目,http://lssggzy.lishui.gov.cn/art/2023/7/31/art_1229661852_221697.html,7,莲都区,公开招标,0.0,0.0,0.0,7,2023/7/31
A3311011160013268,江滨路道路工程（环西路-望江路）（第二次）,http://lssggzy.lishui.gov.cn/art/2023/7/31/art_1229661852_221800.html,1基础设施,莲都,公开招标,0.0,0.0,0.0,34,2023/7/31
A3311011160013278,遂昌县白马山康体养生区项目（一期）,http://lssggzy.lishui.gov.cn/art/2023/7/29/art_1229662124_221629.html,房屋建筑工程,遂昌,公开招标,81747031.7086528,8.7,74635039.95,266,2023/7/29
A3311011160013265,丽水二中教学楼、实验楼等改造工程,http://lssggzy.lishui.gov.cn/art/2023/7/29/art_1229661812_221617.html,房屋建筑,丽水,公开招标,6638121.002155173,7.2,6160176.29,169,2023/7/29
A3311011160012820,638国道青田鹤城至北山段公路工程可行性研究报告和勘察设计,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229661956_221620.html,交通工程,青田,公开招标,56941706.67,0.0,56941706.67,5,2023/7/28
A3311011160013320,青田至文成高速公路（青田段）项目土地勘测定界及用地报批相关工作,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229661956_221409.html,交通工程,青田,公开招标,0.0,0.0,0.0,6,2023/7/28
A3311011160013315,濛杨线农村公路改造提升工程施工监理,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229662056_221405.html,交通工程,庆元,公开招标,0.0,0.0,0.0,22,2023/7/28
A3311011160013319,区政府会议中心大会堂（含苍松楼)修缮项目,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229661852_221615.html,房屋建筑,莲都,公开招标,7543426.996735582,8.1,6932409.41,108,2023/7/28
A3311011160013323,景宁县鹤溪街道双后岗二期农民安置小区（南区块）基础设施项目,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229662190_221451.html,市政基础设施工程,景宁,公开招标,7215381.97167756,8.2,6623720.65,125,2023/7/28
A3311011160013292,丽水学院附中艺体楼拆建工程,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229661812_221532.html,房屋建筑,丽水,公开招标,17503478.500527985,5.3,16575794.14,176,2023/7/28
A3311011160013259,碧湖新城主要道路提升工程,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229661852_221614.html,1基础设施,莲都,公开招标,0.0,0.0,0.0,40,2023/7/28
A3311011160013314,2023年丽水市景宁县G235新海线白岸一桥、岚头岭三桥和岚头岭隧道健康监测系统服务,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229662190_221399.html,交通工程,景宁,公开招标,0.0,0.0,0.0,4,2023/7/28
A3311011160013315,濛杨线农村公路改造提升工程施工,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229662056_221372.html,交通工程,庆元,公开招标,0.0,0.0,0.0,150,2023/7/28
A3311011160013324,景宁县公安局交通警察中队技术业务用房建设项目,http://lssggzy.lishui.gov.cn/art/2023/7/28/art_1229662190_221398.html,房屋建筑工程,景宁,公开招标,0.0,0.0,0.0,55,2023/7/28
A3311011160013198,云和县第二污水处理厂工程设计采购施工（EPC）总承包监理,http://lssggzy.lishui.gov.cn/art/2023/7/27/art_1229661989_221347.html,市政基础设施工程,云和,公开招标,2900240.0,0.0,2900240.0,5,2023/7/27
A3311011160013302,松阳县赤寿生态工业区块近期第二阶段基础设施工程-不锈钢示范区（近期）第三阶段工程,http://lssggzy.lishui.gov.cn/art/2023/7/27/art_1229662157_221368.html,市政基础设施工程,松阳,公开招标,7821879.999999999,9.7,7063157.64,200,2023/7/27
A3311011160013288,老竹镇节地生态安葬点项目,http://lssggzy.lishui.gov.cn/art/2023/7/27/art_1229661852_221358.html,1基础设施,莲都,公开招标,4882106.995661605,7.8,4501302.65,68,2023/7/27
A3311011160013233,松阳县残疾人托养中心项目（二期）,http://lssggzy.lishui.gov.cn/art/2023/7/26/art_1229662157_221008.html,房屋建筑工程,松阳,公开招标,25622988.002195388,8.9,23342542.07,203,2023/7/26
A3311011160013275,浙江省庆元抽水蓄能电站安全监测服务,http://lssggzy.lishui.gov.cn/art/2023/7/26/art_1229662056_221006.html,水利工程,庆元,公开招标,0.0,0.0,0.0,5,2023/7/26
A3311011160013306,年产3000吨惠明茶产业项目施工阶段工程咨询服务,http://lssggzy.lishui.gov.cn/art/2023/7/26/art_1229662190_221045.html,房屋建筑工程,景宁,公开招标,0.0,0.0,0.0,8,2023/7/26
A3311011160013306,年产3000吨惠明茶产业项目,http://lssggzy.lishui.gov.cn/art/2023/7/26/art_1229662190_220694.html,房屋建筑工程,景宁,公开招标,0.0,0.0,0.0,35,2023/7/26
A3311011160013276,云和梯田国家生态湿地生物多样性保护与价值转化工程—生物多样性体验馆项目设计采购施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2023/7/26/art_1229661989_221139.html,房屋建筑工程,云和,公开招标,0.0,0.0,0.0,8,2023/7/26
A3311011160013296,青田县油竹大桥至板石段生态护岸工程,http://lssggzy.lishui.gov.cn/art/2023/7/26/art_1229661956_221125.html,水利工程,青田,公开招标,32330607.64,0.0,32330607.64,155,2023/7/26
A3311011160013316,松阳县水南街道瓦窑头村股份经济合作社物业楼,http://lssggzy.lishui.gov.cn/art/2023/7/26/art_1229662157_221044.html,房屋建筑工程,松阳,公开招标,6277620.995717345,6.6,5863298.01,83,2023/7/26
A3311011160012998,雅溪镇骨灰堂项目,http://lssggzy.lishui.gov.cn/art/2023/7/26/art_1229661852_220944.html,房屋建筑,莲都,公开招标,7522110.0,5.1,7138482.39,84,2023/7/26
