id,tenderid,项目编号,项目名称,开标网址,参数抽取网址,参数抽取类型,project_type,投标单位数量
80048592-47D0-4FD8-AF9B-A343365A6CC0,35426169-6FF7-47E9-BC80-41BBFB8C6D5E,A3301820190507887001211,国家电网公司职业病防治院迁建项目（一期）监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=80048592-47D0-4FD8-AF9B-A343365A6CC0&tenderID=35426169-6FF7-47E9-BC80-41BBFB8C6D5E&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=80048592-47D0-4FD8-AF9B-A343365A6CC0,1,监理项目,51
E5722021-CCBB-4C3B-A7B0-8D9150AA3D1B,534d899b-b852-4fe4-ba09-4ac7d28ceaa3,A3301220150280045001231,桐庐县2023年农村公路路面改造工程（标线部分）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E5722021-CCBB-4C3B-A7B0-8D9150AA3D1B&tenderID=534d899b-b852-4fe4-ba09-4ac7d28ceaa3&ModuleID=486,,2,交通项目,76
E3A98C46-B6F3-4482-842F-03D0C281E722,ead9a6a9-a32d-450a-9479-5089bab91e99,A3301010060190001066191,映宸里,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E3A98C46-B6F3-4482-842F-03D0C281E722&tenderID=ead9a6a9-a32d-450a-9479-5089bab91e99&ModuleID=486,,0,物业项目,5
44269166-3EC9-4AA0-A29A-6A4840B5476E,534d899b-b852-4fe4-ba09-4ac7d28ceaa3,A3301220150280045001231,桐庐县2023年农村公路路面改造工程（标线部分）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=44269166-3EC9-4AA0-A29A-6A4840B5476E&tenderID=534d899b-b852-4fe4-ba09-4ac7d28ceaa3&ModuleID=486,,2,交通项目,76
C91EA5D2-4324-44C4-BAEA-D236B8373583,DD4D05FB-A6C0-4A26-B040-8B9BDFB328E9,A3301100140400029001281,瓶窑镇苕溪-北湖绿道提升改造项目一期,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C91EA5D2-4324-44C4-BAEA-D236B8373583&tenderID=DD4D05FB-A6C0-4A26-B040-8B9BDFB328E9&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=C91EA5D2-4324-44C4-BAEA-D236B8373583,1,园林绿化项目,209
4CDF738E-2D49-423B-AF44-D988B3302FDC,3E532F34-2B34-4AB1-918E-996CA2F42BC7,A3301020070507833001211,采荷街道2023年老旧小区综合改造提升工程(新凯苑社区、人民社区、青荷苑社区),https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=4CDF738E-2D49-423B-AF44-D988B3302FDC&tenderID=3E532F34-2B34-4AB1-918E-996CA2F42BC7&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=4CDF738E-2D49-423B-AF44-D988B3302FDC,1,施工项目,62
8BC9984A-DA61-4580-9C92-075B5A98BCC7,513AC05E-BC6D-4B27-8F79-04FF2A593BE9,A3301131280507619001221,崇超路（运溪路-运河）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8BC9984A-DA61-4580-9C92-075B5A98BCC7&tenderID=513AC05E-BC6D-4B27-8F79-04FF2A593BE9&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=8BC9984A-DA61-4580-9C92-075B5A98BCC7,1,施工项目,337
FE7AC3ED-2CA5-4AC0-9D4A-7616645A43A5,2067F186-CA50-4EAD-A45D-192144652E2F,A3301060110507896001221,袁浦路及袁富路交叉口提升改造工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=FE7AC3ED-2CA5-4AC0-9D4A-7616645A43A5&tenderID=2067F186-CA50-4EAD-A45D-192144652E2F&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=FE7AC3ED-2CA5-4AC0-9D4A-7616645A43A5,1,施工项目,1598
774CDC0B-3D9E-46E2-90F9-1724AC3FD3CB,263647E9-3601-487D-9D4D-6A0DB8046197,A3301850210507867001211,浙西天路户外圈旅游设施提升项目（湍口镇域）-湍口镇重点区块（三联）综合改造工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=774CDC0B-3D9E-46E2-90F9-1724AC3FD3CB&tenderID=263647E9-3601-487D-9D4D-6A0DB8046197&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=774CDC0B-3D9E-46E2-90F9-1724AC3FD3CB,1,施工项目,720
387B1664-F557-493B-9146-A92D862DD205,49413E90-1061-4CBF-B806-1C537F2808D8,A3301110200CS1210001211,测试项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=387B1664-F557-493B-9146-A92D862DD205&tenderID=49413E90-1061-4CBF-B806-1C537F2808D8&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=387B1664-F557-493B-9146-A92D862DD205,1,监理项目,3
AF774CA8-5E43-4E80-9A69-9B80159A83D6,dafdeade-8d72-4a8a-b121-064c633ed7d9,A3301090130980019001251,2022年度美丽河湖综合整治——萧山区浦阳镇小茅山主河综合整治工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=AF774CA8-5E43-4E80-9A69-9B80159A83D6&tenderID=dafdeade-8d72-4a8a-b121-064c633ed7d9&ModuleID=486,,0,林水项目,437
9517FD19-4E02-4545-95CA-0E4563095EEF,449FC103-4F5B-4E7B-B7D9-661DE6F1C38F,A3301820190507894001221,五马洲建金连接线延伸段基础设施工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=9517FD19-4E02-4545-95CA-0E4563095EEF&tenderID=449FC103-4F5B-4E7B-B7D9-661DE6F1C38F&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=9517FD19-4E02-4545-95CA-0E4563095EEF,1,施工项目,499
0042CF9F-11E5-4A97-849E-E8DD8F1C00FB,31067af4-ef34-4cd5-85e5-307fb550e10e,A3301220150280044001231,桐庐县2023年农村公路路面改造工程（桐郑线水稳部分）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=0042CF9F-11E5-4A97-849E-E8DD8F1C00FB&tenderID=31067af4-ef34-4cd5-85e5-307fb550e10e&ModuleID=486,,2,交通项目,86
DD7CCEB0-DE3F-416D-837F-A4C7843E671E,A9626384-561A-4776-B526-C0CFAA48E285,A3301090130507708001211,智慧化建设项目-湘湖区块提升项目EPC工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DD7CCEB0-DE3F-416D-837F-A4C7843E671E&tenderID=A9626384-561A-4776-B526-C0CFAA48E285&ModuleID=486,,0,建设工程,4
FE6C6CAE-BF23-4CA6-A53A-50F4D588D148,323D3235-40DD-4867-8F2A-9AA8997E615B,A3301110200507766001291,泗洲中国古代造纸遗址综保复兴项目-全过程工程咨询项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=FE6C6CAE-BF23-4CA6-A53A-50F4D588D148&tenderID=323D3235-40DD-4867-8F2A-9AA8997E615B&ModuleID=486,,0,建设工程,10
09D9C777-B885-41E3-A016-F17207F8877E,88DCD440-F7BD-47E1-AF91-9B7A6E4805E4,A3301050100507580001211,文晖街道流水西苑未来社区设计-施工工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=09D9C777-B885-41E3-A016-F17207F8877E&tenderID=88DCD440-F7BD-47E1-AF91-9B7A6E4805E4&ModuleID=486,,0,建设工程,4
7FDD9DCC-218C-458A-AF95-FC63EF95ABF0,1E261F60-BF30-4C53-A004-76846AEBAA52,A3301050100507084001212,湖墅街道仓基新村未来社区设计-采购-施工（EPC）总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=7FDD9DCC-218C-458A-AF95-FC63EF95ABF0&tenderID=1E261F60-BF30-4C53-A004-76846AEBAA52&ModuleID=486,,0,建设工程,4
6418A482-2522-4E41-8BB2-CB41C93A98A6,3208ECE9-DAEB-4199-896F-79E62C0F771B,A3301010060507871001221,天子岭填埋场生态治理工程（二期）设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=6418A482-2522-4E41-8BB2-CB41C93A98A6&tenderID=3208ECE9-DAEB-4199-896F-79E62C0F771B&ModuleID=486,,0,勘察设计,16
230E0B25-B192-4062-98C4-B9AF4906473C,EFDA5702-CAF5-4511-AC25-B7D1CAE871C8,A3301850210507417001111,青山湖万丽酒店室内装饰及配套工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=230E0B25-B192-4062-98C4-B9AF4906473C&tenderID=EFDA5702-CAF5-4511-AC25-B7D1CAE871C8&ModuleID=486,,0,施工项目,13
F866E2F4-568F-4369-AD9B-6615579BF008,A6BECDD9-4BC3-4EE1-A1E8-EE2E3C8818CF,A3301100140507749001221,南渠河沿岸景观提升项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=F866E2F4-568F-4369-AD9B-6615579BF008&tenderID=A6BECDD9-4BC3-4EE1-A1E8-EE2E3C8818CF&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=F866E2F4-568F-4369-AD9B-6615579BF008,1,施工项目,843
DA7D6BCE-771B-4FC9-BAEB-408466BA5E88,1E261F60-BF30-4C53-A004-76846AEBAA52,A3301050100507084001212,湖墅街道仓基新村未来社区设计-采购-施工（EPC）总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DA7D6BCE-771B-4FC9-BAEB-408466BA5E88&tenderID=1E261F60-BF30-4C53-A004-76846AEBAA52&ModuleID=486,,0,建设工程,4
C0636722-9880-44A7-9E88-1A7490DEA1A8,88DCD440-F7BD-47E1-AF91-9B7A6E4805E4,A3301050100507580001211,文晖街道流水西苑未来社区设计-施工工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C0636722-9880-44A7-9E88-1A7490DEA1A8&tenderID=88DCD440-F7BD-47E1-AF91-9B7A6E4805E4&ModuleID=486,,0,建设工程,4
2AAA261D-7236-4C83-B252-66789C7A2EC9,F3057667-D26B-4315-9A3B-64869C60140E,A3301100140400028001281,仁和街道三白潭村未来乡村项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=2AAA261D-7236-4C83-B252-66789C7A2EC9&tenderID=F3057667-D26B-4315-9A3B-64869C60140E&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=2AAA261D-7236-4C83-B252-66789C7A2EC9,1,园林绿化项目,172
83DC58F7-87AC-4701-AD01-8E7F13D2C7ED,7668819D-F7D3-47C8-AB05-34503C106284,A3301300180400011001281,临江A泵站及连接江东二路污水泵站管道工程（北横河段绿化迁移及恢复）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=83DC58F7-87AC-4701-AD01-8E7F13D2C7ED&tenderID=7668819D-F7D3-47C8-AB05-34503C106284&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=83DC58F7-87AC-4701-AD01-8E7F13D2C7ED,1,园林绿化项目,288
68E72630-73A5-4CCE-9709-4DA24393813D,A9626384-561A-4776-B526-C0CFAA48E285,A3301090130507708001211,智慧化建设项目-湘湖区块提升项目EPC工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=68E72630-73A5-4CCE-9709-4DA24393813D&tenderID=A9626384-561A-4776-B526-C0CFAA48E285&ModuleID=486,,0,建设工程,4
44099124-521C-46AF-A109-B8004DF548B5,31067af4-ef34-4cd5-85e5-307fb550e10e,A3301220150280044001231,桐庐县2023年农村公路路面改造工程（桐郑线水稳部分）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=44099124-521C-46AF-A109-B8004DF548B5&tenderID=31067af4-ef34-4cd5-85e5-307fb550e10e&ModuleID=486,,2,交通项目,86
5FB8C759-37A6-49AA-9890-FAD2DE864835,ee03fb10-935d-4d21-b7eb-26bc172fda50,A3301100140980032001251,2023年瓶窑镇山塘整治更新项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=5FB8C759-37A6-49AA-9890-FAD2DE864835&tenderID=ee03fb10-935d-4d21-b7eb-26bc172fda50&ModuleID=486,,2,林水项目,318
AAF6F865-1276-44EF-93DB-24D8E4C6BF08,323D3235-40DD-4867-8F2A-9AA8997E615B,A3301110200507766001291,泗洲中国古代造纸遗址综保复兴项目-全过程工程咨询项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=AAF6F865-1276-44EF-93DB-24D8E4C6BF08&tenderID=323D3235-40DD-4867-8F2A-9AA8997E615B&ModuleID=486,,0,建设工程,10
1BAB8555-8933-4603-B358-E4E300FB8B18,3208ECE9-DAEB-4199-896F-79E62C0F771B,A3301010060507871001221,天子岭填埋场生态治理工程（二期）设计,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=1BAB8555-8933-4603-B358-E4E300FB8B18&tenderID=3208ECE9-DAEB-4199-896F-79E62C0F771B&ModuleID=486,,0,勘察设计,16
036D5A9D-3A47-437E-8BD1-9ADFBABB3C7C,61F3FE13-BA94-4CB9-B991-2C8735369D91,A3301060110507562001212,德加未来社区（老旧小区）提升改造项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=036D5A9D-3A47-437E-8BD1-9ADFBABB3C7C&tenderID=61F3FE13-BA94-4CB9-B991-2C8735369D91&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=036D5A9D-3A47-437E-8BD1-9ADFBABB3C7C,1,施工项目,24
A539854F-1782-4B3C-B0A9-9EAAB611AADA,EFDA5702-CAF5-4511-AC25-B7D1CAE871C8,A3301850210507417001111,青山湖万丽酒店室内装饰及配套工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A539854F-1782-4B3C-B0A9-9EAAB611AADA&tenderID=EFDA5702-CAF5-4511-AC25-B7D1CAE871C8&ModuleID=486,,0,施工项目,13
20650349-CDF7-437F-803A-49651D9EFAC1,B1806E39-5A53-4D73-A2C5-D0E9358F9FEF,A3301110200507866001291,富春湾新城公安保障中心--电梯采购,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=20650349-CDF7-437F-803A-49651D9EFAC1&tenderID=B1806E39-5A53-4D73-A2C5-D0E9358F9FEF&ModuleID=486,,0,材料设备项目,5
6062C49D-CD4E-49A0-96D5-B7F58A00D21B,66277CB2-05F5-4E0D-AF79-3BF10A787FD4,A3301820190507873001221,劳村村西乡草莓园城乡风貌提升,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=6062C49D-CD4E-49A0-96D5-B7F58A00D21B&tenderID=66277CB2-05F5-4E0D-AF79-3BF10A787FD4&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=6062C49D-CD4E-49A0-96D5-B7F58A00D21B,1,施工项目,524
