ID,ProjectID,TenderID,AfficheType,TenderNo,TenderName,TendererName,PublishStartTime,PublishEndTime,IsPublished,CreateTime,ClickTimes,ProType,ProTypeStr,InArea,CodeName,InAreaDisp,AreaCategory,ArrangeType,ProClass,address,PlaceName,url,抽取信息,下浮率X,系数抽取模式,基准价下浮值,最高限价下浮值,调整系数r
3A59DBE1-57CA-4FC6-B384-59C3C707268B,e1b9bfc3-e91c-47a2-b2a0-a836dc11bb9e,B6829441-1635-4B3E-9A34-A4629430CFF0,2,A3301110200506987001221,渔山乡大葛村皇天畈安置留用地项目二期室外配套工程,杭州市富阳区渔山乡大葛村股份经济合作社,2023/6/20 9:00,,1,2023/5/30 10:17,,925,施工项目,85,富阳,,,,95,,富阳-开标室（一）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3A59DBE1-57CA-4FC6-B384-59C3C707268B&tenderID=B6829441-1635-4B3E-9A34-A4629430CFF0&ModuleID=486,,,,,,
CEB9E9B7-E588-4C2D-AA84-7FAFD30CDEBC,e95e2998-3893-421b-9ce1-1cca83eee8f4,39019B14-D5AC-430B-AE5D-DC707AF43E1A,2,A3301820190507010001221,建德C40+潜水俱乐部土方开挖及场地南侧边坡支护工程,建德市蓝度文旅发展有限公司,2023/6/20 8:45,,1,2023/5/30 15:13,,925,施工项目,86,建德,,,,95,,建德-第一开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CEB9E9B7-E588-4C2D-AA84-7FAFD30CDEBC&tenderID=39019B14-D5AC-430B-AE5D-DC707AF43E1A&ModuleID=486,,,,,,
B8314C36-1871-40BF-852F-0415EC35354C,778d6b99-6f10-43b0-ae18-eeb7fe702fae,813b1fdd-a3e2-4f06-b2dc-29489a1f91ed,2,A3301090130980014001251,2022年度美丽河湖综合整治--萧山区党湾镇梅林湾综合整治工程,杭州市萧山区党湾镇人民政府,2023/4/27 8:45,,1,2023/4/7 14:30,,360,林水项目,83,萧山,,,,102,,429开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=B8314C36-1871-40BF-852F-0415EC35354C&tenderID=813b1fdd-a3e2-4f06-b2dc-29489a1f91ed&ModuleID=486,系数抽取模式：模式一,,模式一,,,
85A93E64-4138-4D2F-ACD7-49C214591E10,76c69a43-2201-4081-b640-f39905ebf128,788BE5B5-A800-4D3E-A932-D0ED291EEB06,2,A3301090130506557001211,会展新城安置房五期一号、二号及配套幼儿园全过程工程咨询项目,杭州市会展新城开发建设有限公司,2023/6/19 14:00,,1,2023/5/26 17:12,,351,建设工程,83,萧山,,,,95,,开标二厅,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=85A93E64-4138-4D2F-ACD7-49C214591E10&tenderID=788BE5B5-A800-4D3E-A932-D0ED291EEB06&ModuleID=486,,,,,,
DA1FCBE4-ECB7-4F19-AF06-84DF6CE608BE,304c6d35-12ae-4216-8266-c0585dad0887,493E9D62-D4C3-449A-91BF-121F46F5519C,2,A3301100140506823001291,未来科技城亮化（三期）设计采购施工（EPC）工程总承包项目,杭州余杭城市发展投资集团有限公司,2023/6/19 13:30,,1,2023/5/19 12:40,,351,建设工程,10084,余杭,,,,95,,余杭1号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DA1FCBE4-ECB7-4F19-AF06-84DF6CE608BE&tenderID=493E9D62-D4C3-449A-91BF-121F46F5519C&ModuleID=486,,,,,,
37DFE51C-0A5F-4E8B-BA9E-E8632A5FEA95,46e42e23-7e4e-4c51-b10d-c742ee6ba3a6,95DA80F8-1633-4E2B-AA2F-CA5450B78190,2,A3301131280506902001281,临平公墓生态景观墓区和提升改造建设项目设计,杭州临平公墓,2023/6/19 13:30,,1,2023/5/23 16:13,,356,勘察设计,10081,临平,,,,95,,临平-2号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=37DFE51C-0A5F-4E8B-BA9E-E8632A5FEA95&tenderID=95DA80F8-1633-4E2B-AA2F-CA5450B78190&ModuleID=486,,,,,,
F329E745-34E4-4F91-883A-77021D0143A8,66830145-37a7-4f37-b5e2-b52b8f118d3f,CEF2AA5C-58A1-496C-9D40-436D9BDFF841,2,A3301020070506933001221,海普路（科兴街-杭海路）道路工程,中国杭州四季青服装发展有限公司,2023/6/19 9:30,,1,2023/5/29 11:05,,925,施工项目,10082,上城,,,,95,,开标405,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=F329E745-34E4-4F91-883A-77021D0143A8&tenderID=CEF2AA5C-58A1-496C-9D40-436D9BDFF841&ModuleID=486,,,,,,
E209EA22-0024-46F0-AFD5-87EDDA49BFF6,46ce3023-66ef-4fd2-a3fd-0a3b97d1f8c5,DAE69706-8D65-49F6-B6F3-B1449D285524,2,A3301010060400123001281,康桥路等绿地养护项目,杭州市拱墅区综合行政执法局,2023/6/19 9:30,,1,2023/5/29 16:09,,355,园林绿化项目,72,市本级,,,,99,,第3开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E209EA22-0024-46F0-AFD5-87EDDA49BFF6&tenderID=DAE69706-8D65-49F6-B6F3-B1449D285524&ModuleID=486,,,,,,
DB026B04-9B7F-4881-840B-6D2C4E191166,17e7c22d-34fb-4844-b81d-6b7059cf9771,40D7ADB5-177D-448A-9968-5BB2E9CE9F61,2,A3301010060400120001281,曙光路道侧等绿地养护项目,杭州市西湖区城市管理局,2023/6/19 9:30,,1,2023/5/29 15:37,,355,园林绿化项目,72,市本级,,,,99,,第10开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DB026B04-9B7F-4881-840B-6D2C4E191166&tenderID=40D7ADB5-177D-448A-9968-5BB2E9CE9F61&ModuleID=486,,,,,,
7FA85C7B-156B-4A59-B246-5F882E3543FD,e60bcce3-6590-4fb6-82de-c9a33b18e7c5,a075c5d1-da0f-4e06-98ae-9e8672ef4c7d,2,A3301100140980029001251,2022年良渚街道重点河道清淤疏浚项目（二期）标段四,杭州市余杭区人民政府良渚街道办事处,2023/6/20 9:30,,1,2023/5/29 7:19,,360,林水项目,10084,余杭,,,,102,,余杭3号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=7FA85C7B-156B-4A59-B246-5F882E3543FD&tenderID=a075c5d1-da0f-4e06-98ae-9e8672ef4c7d&ModuleID=486,系数抽取模式：模式三；最高限价下浮值：8,,模式三,,8,
C2FD9B64-FFFD-4EA9-A8DF-08FD256E7558,295bb6da-e135-4763-9963-bd53d0f7b616,ff2a2dce-4bfd-4f86-85ad-ae98ed67b15f,2,A3301100140980028001251,2022年良渚街道重点河道清淤疏浚项目（二期）标段二,杭州市余杭区人民政府良渚街道办事处,2023/6/19 9:30,,1,2023/5/25 19:36,,360,林水项目,10084,余杭,,,,102,,余杭3号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C2FD9B64-FFFD-4EA9-A8DF-08FD256E7558&tenderID=ff2a2dce-4bfd-4f86-85ad-ae98ed67b15f&ModuleID=486,系数抽取模式：模式三；最高限价下浮值：8,,模式三,,8,
A7AC4ED8-C56D-40C3-9702-60FA9CF2096D,76c69a43-2201-4081-b640-f39905ebf128,788BE5B5-A800-4D3E-A932-D0ED291EEB06,2,A3301090130506557001211,会展新城安置房五期一号、二号及配套幼儿园全过程工程咨询项目,杭州市会展新城开发建设有限公司,2023/6/19 9:30,,1,2023/5/26 17:12,,351,建设工程,83,萧山,,,,95,,开标二厅,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A7AC4ED8-C56D-40C3-9702-60FA9CF2096D&tenderID=788BE5B5-A800-4D3E-A932-D0ED291EEB06&ModuleID=486,,,,,,
74C3F103-6775-446F-AA79-7808FD967A5D,fbaf9542-f702-4365-b4fd-c7e838e1784f,56BD2B0C-5369-4EEF-A4D8-5D4A04E4F055,2,A3301300180506963001221,白杨街道大北社区辖区内背街小巷改造工程项目,杭州市钱塘区人民政府白杨街道办事处,2023/6/19 9:30,,1,2023/5/30 11:14,,925,施工项目,6295,钱塘,,,,95,,钱塘区第四开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=74C3F103-6775-446F-AA79-7808FD967A5D&tenderID=56BD2B0C-5369-4EEF-A4D8-5D4A04E4F055&ModuleID=486,,,,,,
7367C341-A88B-477B-86F4-0166DEF53627,0ced17c9-e69e-46c5-a35e-58a58a7a0586,FC6A3958-EF16-4507-B757-DD03127EB449,2,A3301100140506773001211,良渚新城第一中学（二期）,杭州良渚新城城建投资有限公司,2023/6/19 9:30,,1,2023/5/17 9:49,,925,施工项目,10084,余杭,,,,95,,余杭5号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=7367C341-A88B-477B-86F4-0166DEF53627&tenderID=FC6A3958-EF16-4507-B757-DD03127EB449&ModuleID=486,,,,,,
65F7E346-88C0-4F7D-BA0F-5325491F98FE,f7457fc9-de0d-4feb-b977-db6805f09fe6,811149DC-AA35-4879-815A-0DA6C23C35BF,2,A3301100140506929001211,杭氧绿色数智科创中心建设项目设计,杭州杭氧能源管理服务有限公司,2023/6/19 9:30,,1,2023/5/27 17:38,,356,勘察设计,10084,余杭,,,,95,,余杭2号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=65F7E346-88C0-4F7D-BA0F-5325491F98FE&tenderID=811149DC-AA35-4879-815A-0DA6C23C35BF&ModuleID=486,,,,,,
5AA7BA8E-92AD-4E54-9421-95AC4F5CEC3D,cd787348-7e7d-499c-b4d4-d537c0952b39,ACE0885A-23F2-4F03-870E-32A4945B66B3,2,A3301100140506930001221,闲林街道水库饮用水源保护区块安置配套道路工程,杭州市余杭区人民政府闲林街道办事处,2023/6/19 9:30,,1,2023/5/25 11:00,,925,施工项目,10084,余杭,,,,95,,余杭4号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=5AA7BA8E-92AD-4E54-9421-95AC4F5CEC3D&tenderID=ACE0885A-23F2-4F03-870E-32A4945B66B3&ModuleID=486,,,,,,
5127FCFF-D393-438F-8061-709EA5E790AE,46e42e23-7e4e-4c51-b10d-c742ee6ba3a6,95DA80F8-1633-4E2B-AA2F-CA5450B78190,2,A3301131280506902001281,临平公墓生态景观墓区和提升改造建设项目设计,杭州临平公墓,2023/6/19 9:30,,1,2023/5/23 16:13,,356,勘察设计,10081,临平,,,,95,,临平-2号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=5127FCFF-D393-438F-8061-709EA5E790AE&tenderID=95DA80F8-1633-4E2B-AA2F-CA5450B78190&ModuleID=486,,,,,,
44220710-A652-416F-AA21-AD1ADE80BD3E,fdee25a1-b482-4405-983d-bae50a0b1c0e,0F67C00D-EC47-4EAF-B65D-80211A7605B1,2,A3301220150506975001211,桐庐县富春江镇高端装备制造产业园建设工程设计,桐庐芦茨慢生活体验区旅游开发有限公司,2023/6/19 9:30,,1,2023/5/30 14:19,,356,勘察设计,88,桐庐,,,,95,,桐庐-2号开标大厅,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=44220710-A652-416F-AA21-AD1ADE80BD3E&tenderID=0F67C00D-EC47-4EAF-B65D-80211A7605B1&ModuleID=486,,,,,,
1A9420B9-820E-45EB-A1B7-580DC47F0837,c4bca0e8-a1db-44fc-aa65-f41be76a1157,2C312240-A8FA-4F26-AC0A-6AFB1D0E43A6,2,A3301010060506900001291,“775-1”工程,杭州市701工程管理所,2023/6/19 9:30,,1,2023/5/29 11:32,,925,施工项目,72,市本级,,,,95,,第8开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=1A9420B9-820E-45EB-A1B7-580DC47F0837&tenderID=2C312240-A8FA-4F26-AC0A-6AFB1D0E43A6&ModuleID=486,,,,,,
130B6ACA-19C7-469B-A1DF-141F3D35B2D7,304c6d35-12ae-4216-8266-c0585dad0887,493E9D62-D4C3-449A-91BF-121F46F5519C,2,A3301100140506823001291,未来科技城亮化（三期）设计采购施工（EPC）工程总承包项目,杭州余杭城市发展投资集团有限公司,2023/6/19 9:30,,1,2023/5/19 12:40,,351,建设工程,10084,余杭,,,,95,,余杭1号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=130B6ACA-19C7-469B-A1DF-141F3D35B2D7&tenderID=493E9D62-D4C3-449A-91BF-121F46F5519C&ModuleID=486,,,,,,
95DE397B-6765-4DDC-A75C-0CDBF6F0F2F0,d13bd287-c2c9-42ed-954a-5007607ba724,6C7FDDB8-C603-422C-9F1F-D0DC3C0AC315,2,A3301850210506706001211,上泉村文化礼堂及便民服务中心项目,杭州市临安区玲珑街道上泉村股份经济合作社,2023/6/19 9:00,,1,2023/5/18 14:35,,925,施工项目,87,临安,,,,95,,临安-第二开标室-B426开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=95DE397B-6765-4DDC-A75C-0CDBF6F0F2F0&tenderID=6C7FDDB8-C603-422C-9F1F-D0DC3C0AC315&ModuleID=486,,,,,,
7930BB2C-3902-40A7-A3A0-3797CE77B28E,dcb3a8e6-0250-4a8e-9b78-94e8cf03b1f9,001ED07A-D42A-439A-8E7C-7149495E3C2E,2,A3301220150506952001291,桐庐县东兴村城中村改造安置房E区块-幕墙工程,桐庐县铁路建设投资开发有限公司,2023/6/19 9:00,,1,2023/5/30 13:32,,925,施工项目,88,桐庐,,,,95,,桐庐-2号开标大厅,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=7930BB2C-3902-40A7-A3A0-3797CE77B28E&tenderID=001ED07A-D42A-439A-8E7C-7149495E3C2E&ModuleID=486,,,,,,
2BC28EFF-5038-4726-AA5B-E49CEA6788DB,51b2dbb7-41eb-48bf-bf20-04eb16e88ffb,E83B07EE-1D09-4BFB-ABB7-03B53E8C8588,2,A3301110200506724001291,富政工出【2020】3号杭州东信科瑞电子有限公司富阳智能制造基地建设项目暖通空调工程,杭州东信科瑞电子有限公司,2023/6/19 9:00,,1,2023/5/15 13:55,,927,材料设备项目,85,富阳,,,,95,,富阳-开标室（二）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=2BC28EFF-5038-4726-AA5B-E49CEA6788DB&tenderID=E83B07EE-1D09-4BFB-ABB7-03B53E8C8588&ModuleID=486,,,,,,
A739B47A-C117-4866-9E69-2D6B2813AE80,908a9b33-02c2-4dee-889b-ffcc119ec44b,dcf705a4-136f-4d85-8c63-83494835c9c7,2,A3301820190980009001251,清渚港流域钦堂乡段综合治理工程,建德市钦堂乡人民政府,2023/3/20 9:00,,1,2023/2/28 14:46,,360,林水项目,86,建德,,,,102,,建德-第一开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A739B47A-C117-4866-9E69-2D6B2813AE80&tenderID=dcf705a4-136f-4d85-8c63-83494835c9c7&ModuleID=486,系数抽取模式：模式三；最高限价下浮值：8,,模式三,,8,
A72A69A6-449B-48A9-BBFB-C880A09D95C8,54449001-c8a0-49d5-9f71-9ff77a53952f,AAEB7440-9859-4246-937E-6DDFB5A2CCBF,2,A3301090130506739001211,杭州萧山技师学院建设(一期)EPC工程总承包项目,杭州萧山技师学院,2023/6/16 14:00,,1,2023/5/17 14:15,,351,建设工程,83,萧山,,,,95,,开标二厅,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A72A69A6-449B-48A9-BBFB-C880A09D95C8&tenderID=AAEB7440-9859-4246-937E-6DDFB5A2CCBF&ModuleID=486,,,,,,
D882878F-BABA-4594-A0F0-7C11B239D7F3,546cd87c-296a-4e3c-8519-3ac0c4b40d77,1726B5A9-B63F-46EA-8CBB-3ADF0DFCBD96,2,A3301131280506778001211,临平区运河街道新宇村村庄配套服务用房设计采购施工(EPC)工程总承包项目,杭州市临平区运河街道新宇股份经济合作社,2023/6/16 13:30,,1,2023/5/16 9:31,,351,建设工程,10081,临平,,,,95,,临平-1号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D882878F-BABA-4594-A0F0-7C11B239D7F3&tenderID=1726B5A9-B63F-46EA-8CBB-3ADF0DFCBD96&ModuleID=486,,,,,,
583F5C0F-F026-444F-B447-807F9B2C1E69,decd881f-8c86-4008-9e19-644fe0cb0782,B97EEA02-C5FB-441B-9333-3B59893E2977,2,A3301050100506671001211,石桥街道天堂园未来社区设计施工工程总承包,杭州市拱墅区人民政府石桥街道办事处,2023/6/16 13:30,,1,2023/5/9 11:27,,351,建设工程,10083,拱墅,,,,95,,第一开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=583F5C0F-F026-444F-B447-807F9B2C1E69&tenderID=B97EEA02-C5FB-441B-9333-3B59893E2977&ModuleID=486,,,,,,
E4443030-8936-4060-8A55-16B77A65E342,8f1e30d8-9382-46c4-9bc0-c781fd9cf60a,49AD8478-00D7-4C63-B292-6CF84E5D4E62,2,A3301100140506872001211,仁和广场地下综合体,杭州钱江开发区投资发展有限公司,2023/6/16 9:30,,1,2023/5/25 10:58,,925,施工项目,10084,余杭,,,,95,,余杭4号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E4443030-8936-4060-8A55-16B77A65E342&tenderID=49AD8478-00D7-4C63-B292-6CF84E5D4E62&ModuleID=486,,,,,,
D93C5ABF-88B8-4CA7-B7AE-2178CAF71763,d291f477-4492-4e17-b2b7-33f1ded82ae9,FD62F165-DF2D-46D1-9093-4F2DCB3DA455,2,A3301100140506834001211,良渚申遗鸽宝山安置点基础及其市政配套工程（二期工程）,杭州市余杭区瓶窑镇人民政府,2023/6/16 9:30,,1,2023/5/18 19:43,,925,施工项目,10084,余杭,,,,95,,余杭5号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D93C5ABF-88B8-4CA7-B7AE-2178CAF71763&tenderID=FD62F165-DF2D-46D1-9093-4F2DCB3DA455&ModuleID=486,,,,,,
CF404509-2649-4117-9742-9C026351B8D4,d0a05cbc-bf4e-454c-881a-ccf10916ad55,4E78BF82-4C11-43A4-B8D0-545D6C1FCD0A,2,A3301010060506697001211,北秀楼装饰装修改造工程-三楼（工程学院）改造项目,浙大城市学院,2023/6/16 9:30,,1,2023/5/26 12:09,,925,施工项目,72,市本级,,,,95,,第3开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CF404509-2649-4117-9742-9C026351B8D4&tenderID=4E78BF82-4C11-43A4-B8D0-545D6C1FCD0A&ModuleID=486,,,,,,
99315B9D-CE38-4450-8763-21EB5BAB441F,4a1537be-b2c5-4699-a50f-5d087c83b339,393f0654-2b9e-49fe-b050-384bc68417c9,2,A3301220150980024001251,百江镇农业孵化园综合整治项目（田园乡梦智创园）,桐庐县美丽乡村建设投资有限公司,2023/5/29 9:30,,1,2023/5/6 10:56,,360,林水项目,88,桐庐,,,,102,,桐庐-2号开标大厅,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=99315B9D-CE38-4450-8763-21EB5BAB441F&tenderID=393f0654-2b9e-49fe-b050-384bc68417c9&ModuleID=486,系数抽取模式：模式三；最高限价下浮值：7.5%,,模式三,,7.5,
99538BC2-F5B6-4CDB-A4BE-B00E729DFB76,54449001-c8a0-49d5-9f71-9ff77a53952f,AAEB7440-9859-4246-937E-6DDFB5A2CCBF,2,A3301090130506739001211,杭州萧山技师学院建设(一期)EPC工程总承包项目,杭州萧山技师学院,2023/6/16 9:30,,1,2023/5/17 14:15,,351,建设工程,83,萧山,,,,95,,开标二厅,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=99538BC2-F5B6-4CDB-A4BE-B00E729DFB76&tenderID=AAEB7440-9859-4246-937E-6DDFB5A2CCBF&ModuleID=486,,,,,,
8F06669D-AF52-4B5A-BB3A-0B197A4D57F1,546cd87c-296a-4e3c-8519-3ac0c4b40d77,1726B5A9-B63F-46EA-8CBB-3ADF0DFCBD96,2,A3301131280506778001211,临平区运河街道新宇村村庄配套服务用房设计采购施工(EPC)工程总承包项目,杭州市临平区运河街道新宇股份经济合作社,2023/6/16 9:30,,1,2023/5/16 9:31,,351,建设工程,10081,临平,,,,95,,临平-1号开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8F06669D-AF52-4B5A-BB3A-0B197A4D57F1&tenderID=1726B5A9-B63F-46EA-8CBB-3ADF0DFCBD96&ModuleID=486,,,,,,
7DF012A5-1CC7-4B35-8EF6-4D0A818671DD,decd881f-8c86-4008-9e19-644fe0cb0782,B97EEA02-C5FB-441B-9333-3B59893E2977,2,A3301050100506671001211,石桥街道天堂园未来社区设计施工工程总承包,杭州市拱墅区人民政府石桥街道办事处,2023/6/16 9:30,,1,2023/5/9 11:27,,351,建设工程,10083,拱墅,,,,95,,第一开标室,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=7DF012A5-1CC7-4B35-8EF6-4D0A818671DD&tenderID=B97EEA02-C5FB-441B-9333-3B59893E2977&ModuleID=486,,,,,,
