id,tenderid,项目编号,项目名称,开标网址,参数抽取网址,参数抽取类型,project_type,投标单位数量
76224416-B949-4957-B357-EF77B04E70B8,6B3EEE0B-A407-4A70-949B-F46295E0F2C7,A3301020070507789001211,四堡七堡单元JG1402-28地块36班中学全过程工程咨询,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=76224416-B949-4957-B357-EF77B04E70B8&tenderID=6B3EEE0B-A407-4A70-949B-F46295E0F2C7&ModuleID=486,,0,建设工程,8
3D9CD326-8468-4FB6-B93D-334B30D8468E,7E413E28-861D-420E-A342-033B3C6B9165,A3301010060400133001281,东新路等绿地养护,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3D9CD326-8468-4FB6-B93D-334B30D8468E&tenderID=7E413E28-861D-420E-A342-033B3C6B9165&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=3D9CD326-8468-4FB6-B93D-334B30D8468E,1,园林绿化项目,122
52977D8F-BBC3-4D24-8064-42A3E87E7434,C7908C53-A2F6-46C5-979F-D1128B80FFE4,A3301100140507870001211,良渚文化中心项目涉地铁保护监测服务,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=52977D8F-BBC3-4D24-8064-42A3E87E7434&tenderID=C7908C53-A2F6-46C5-979F-D1128B80FFE4&ModuleID=486,,0,勘察设计,10
5125EE6F-3752-4606-96D4-15E489AE2949,C599F9A4-DD5D-4D74-A179-2FF3A47AD7AF,A3301131280507909001211,临平区职高勘察,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=5125EE6F-3752-4606-96D4-15E489AE2949&tenderID=C599F9A4-DD5D-4D74-A179-2FF3A47AD7AF&ModuleID=486,,0,勘察设计,9
D46A75BC-E896-49C0-9964-6A0ED602B4B9,4A8C5C16-F6C0-4BCB-810E-BFE3DFBFCF61,A3301131280507912001221,九曲营宋韵历史街区提升改造项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D46A75BC-E896-49C0-9964-6A0ED602B4B9&tenderID=4A8C5C16-F6C0-4BCB-810E-BFE3DFBFCF61&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=D46A75BC-E896-49C0-9964-6A0ED602B4B9,1,施工项目,405
93041D71-0492-486E-9BB4-B46136D2F739,C458DE04-655E-4629-A4E1-25245DB1C30D,A3301100140507600001212,余政储出[2018]37号地块建设项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=93041D71-0492-486E-9BB4-B46136D2F739&tenderID=C458DE04-655E-4629-A4E1-25245DB1C30D&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=93041D71-0492-486E-9BB4-B46136D2F739,1,施工项目,30
18C10EF4-7FC4-4D1B-9779-4B442C899F6D,7098FCAD-D659-425E-BBA9-C086973341C0,A3301010060507900001211,国科大杭州高等研究院石龙山先行启动区改造装修工程（谷鼎园区-环境学院）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=18C10EF4-7FC4-4D1B-9779-4B442C899F6D&tenderID=7098FCAD-D659-425E-BBA9-C086973341C0&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=18C10EF4-7FC4-4D1B-9779-4B442C899F6D,1,施工项目,219
8D68F94C-958F-4A0E-B7D2-2062DB69567F,F54A1FA8-9A5D-4068-B88E-AA6E8D8A4A28,A3301110200507935001211,春华村南渠南侧北地块公租房项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8D68F94C-958F-4A0E-B7D2-2062DB69567F&tenderID=F54A1FA8-9A5D-4068-B88E-AA6E8D8A4A28&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=8D68F94C-958F-4A0E-B7D2-2062DB69567F,1,施工项目,50
8B2AB794-A083-4735-BCC2-CC2000C6CFB4,08FCFAB7-ED92-4164-8170-3970040D0A64,A3301010060507648001221,天城单元徐家洋路(A33-08 地块西北-天城路)道路工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8B2AB794-A083-4735-BCC2-CC2000C6CFB4&tenderID=08FCFAB7-ED92-4164-8170-3970040D0A64&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=8B2AB794-A083-4735-BCC2-CC2000C6CFB4,1,施工项目,104
79FD5DAC-090F-49B7-8288-2EB25BA72DDD,A4DED6DE-B105-4AD6-8589-C40DC3919848,A3301010060507745001211,四堡七堡单元JG1402-A33-40地块36班小学、JG1402-R22-41地块18班幼儿园,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=79FD5DAC-090F-49B7-8288-2EB25BA72DDD&tenderID=A4DED6DE-B105-4AD6-8589-C40DC3919848&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=79FD5DAC-090F-49B7-8288-2EB25BA72DDD,1,施工项目,48
